Session ID,User Number,Trial,Month,Chart Type,Question Type,User Answer,Correct School,Correct Absences,User Absences,Response Time,Correct,Generated Data
20241111_172712,4,9,May,scatter,lowest,8,School [8],6,6,4.81,Correct,"[[98, 159, 98, 180, 36, 9, 66, 0, 188, 1, 2, 90], [0, 143, 138, 168, 75, 230, 114, 0, 222, 205, 157, 96], [77, 104, 48, 202, 169, 98, 104, 0, 203, 169, 11, 44], [88, 18, 89, 7, 130, 227, 94, 0, 161, 131, 111, 105], [51, 74, 171, 218, 206, 73, 114, 0, 91, 19, 233, 35], [115, 65, 2, 203, 125, 109, 112, 0, 2, 215, 0, 32], [45, 89, 141, 151, 104, 137, 101, 0, 183, 181, 111, 64], [184, 88, 9, 41, 6, 220, 113, 0, 232, 66, 84, 29], [180, 179, 161, 183, 224, 7, 32, 0, 0, 29, 11, 68], [103, 163, 214, 72, 125, 24, 25, 0, 148, 184, 104, 77]]"
20241111_172712,4,10,August,scatter,lowest,4,"School [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0,0,14.02,Correct,"[[56, 27, 6, 59, 119, 97, 74, 0, 89, 42, 190, 25], [215, 105, 33, 215, 67, 47, 96, 0, 65, 6, 153, 76], [78, 64, 19, 14, 150, 38, 114, 0, 230, 80, 216, 36], [56, 69, 103, 144, 81, 162, 83, 0, 29, 182, 149, 0], [83, 162, 28, 79, 187, 209, 17, 0, 43, 13, 14, 100], [132, 56, 35, 49, 29, 187, 16, 0, 190, 212, 104, 113], [20, 172, 49, 134, 213, 125, 2, 0, 143, 16, 90, 33], [31, 201, 193, 128, 30, 44, 100, 0, 168, 7, 52, 60], [208, 8, 78, 160, 58, 4, 52, 0, 17, 208, 12, 22], [54, 76, 172, 14, 21, 14, 98, 0, 82, 45, 99, 28]]"
20241111_172712,4,1,August,heatmap,lowest,6,"School [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0,0,8.42,Correct,"[[98, 127, 34, 181, 152, 58, 16, 0, 168, 170, 89, 69], [145, 52, 51, 126, 30, 5, 113, 0, 152, 52, 143, 20], [80, 56, 121, 189, 114, 36, 21, 0, 129, 58, 1, 46], [184, 124, 29, 72, 158, 220, 14, 0, 99, 79, 189, 92], [64, 51, 145, 47, 117, 153, 97, 0, 27, 53, 44, 65], [92, 27, 42, 95, 210, 215, 25, 0, 77, 203, 189, 16], [234, 160, 149, 108, 226, 234, 34, 0, 124, 212, 141, 102], [210, 130, 10, 126, 45, 135, 109, 0, 83, 55, 235, 7], [46, 8, 38, 57, 163, 68, 62, 0, 49, 134, 106, 83], [76, 229, 87, 3, 110, 228, 14, 0, 166, 108, 77, 77]]"
20241111_172712,4,2,October,heatmap,highest,3,School [3],221,221,8.66,Correct,"[[6, 150, 115, 88, 40, 112, 55, 0, 199, 206, 36, 16], [160, 225, 99, 112, 104, 229, 91, 0, 178, 64, 66, 90], [71, 65, 148, 187, 181, 95, 81, 0, 84, 221, 3, 72], [134, 133, 179, 2, 92, 132, 60, 0, 170, 22, 183, 28], [171, 25, 154, 27, 220, 133, 0, 0, 23, 200, 15, 24], [164, 42, 46, 99, 41, 194, 19, 0, 13, 172, 208, 105], [236, 225, 234, 98, 218, 87, 20, 0, 137, 161, 230, 41], [180, 67, 63, 168, 128, 153, 93, 0, 65, 126, 79, 43], [75, 11, 72, 151, 61, 41, 110, 0, 129, 111, 150, 112], [196, 7, 81, 49, 43, 12, 54, 0, 15, 47, 5, 30]]"
20241111_172712,4,3,May,heatmap,lowest,4,School [7],17,34,10.83,Wrong,"[[196, 52, 31, 63, 203, 178, 65, 0, 129, 187, 226, 73], [109, 188, 149, 45, 140, 115, 66, 0, 83, 28, 209, 39], [234, 95, 215, 225, 116, 80, 96, 0, 178, 187, 62, 81], [12, 228, 190, 119, 34, 46, 37, 0, 16, 44, 91, 106], [49, 229, 177, 35, 161, 126, 93, 0, 235, 51, 236, 95], [13, 71, 201, 14, 143, 23, 77, 0, 32, 153, 15, 9], [191, 142, 177, 187, 17, 209, 72, 0, 55, 69, 224, 100], [123, 125, 107, 179, 106, 206, 59, 0, 128, 176, 78, 78], [68, 22, 92, 152, 127, 172, 63, 0, 128, 228, 230, 103], [196, 30, 207, 212, 160, 181, 71, 0, 160, 142, 99, 48]]"
20241111_172712,4,4,February,heatmap,lowest,1,School [1],52,52,21.36,Correct,"[[189, 52, 152, 50, 55, 71, 36, 0, 26, 110, 153, 18], [210, 213, 105, 42, 11, 11, 44, 0, 54, 159, 224, 10], [79, 103, 211, 214, 45, 163, 76, 0, 107, 206, 80, 79], [76, 178, 192, 57, 126, 56, 72, 0, 108, 97, 106, 44], [69, 134, 228, 193, 214, 71, 65, 0, 47, 197, 9, 30], [139, 195, 38, 114, 108, 32, 40, 0, 145, 41, 33, 72], [94, 164, 8, 156, 48, 80, 39, 0, 209, 38, 212, 80], [229, 229, 92, 215, 24, 55, 82, 0, 68, 61, 133, 89], [208, 108, 89, 40, 191, 105, 72, 0, 35, 98, 139, 51], [166, 159, 48, 176, 220, 103, 3, 0, 18, 16, 123, 48]]"
20241111_172712,4,5,January,heatmap,highest,10,School [10],228,228,8.21,Correct,"[[86, 219, 54, 116, 71, 57, 32, 0, 178, 108, 53, 86], [60, 210, 118, 58, 151, 38, 68, 0, 166, 128, 48, 33], [173, 201, 46, 176, 105, 182, 68, 0, 3, 116, 28, 60], [205, 139, 43, 167, 36, 57, 61, 0, 204, 69, 60, 18], [6, 1, 5, 173, 1, 30, 86, 0, 44, 14, 17, 98], [35, 74, 222, 236, 172, 154, 41, 0, 134, 60, 235, 11], [174, 164, 146, 136, 54, 17, 70, 0, 177, 144, 40, 118], [69, 170, 9, 120, 78, 150, 3, 0, 145, 86, 131, 99], [130, 12, 66, 191, 150, 24, 37, 0, 199, 202, 160, 18], [228, 45, 201, 115, 214, 165, 67, 0, 126, 87, 223, 11]]"
20241111_172712,4,6,January,heatmap,highest,5,School [9],205,30,8.67,Wrong,"[[36, 139, 162, 160, 203, 163, 0, 0, 145, 118, 180, 39], [93, 226, 110, 43, 12, 162, 20, 0, 29, 231, 82, 18], [125, 185, 102, 127, 124, 235, 30, 0, 165, 221, 71, 39], [51, 76, 78, 2, 25, 217, 96, 0, 99, 116, 134, 96], [30, 93, 150, 117, 144, 205, 24, 0, 103, 205, 150, 94], [105, 158, 176, 125, 39, 157, 10, 0, 209, 206, 77, 72], [150, 145, 210, 170, 65, 208, 78, 0, 226, 176, 136, 52], [48, 220, 50, 178, 177, 107, 38, 0, 82, 30, 18, 91], [205, 106, 145, 164, 60, 13, 44, 0, 103, 85, 207, 111], [23, 21, 86, 39, 30, 13, 18, 0, 169, 100, 186, 97]]"
20241111_172712,4,7,November,heatmap,lowest,5,School [10],4,236,7.74,Wrong,"[[204, 110, 185, 76, 89, 64, 111, 0, 48, 113, 77, 10], [135, 204, 40, 135, 115, 212, 72, 0, 74, 191, 135, 98], [97, 236, 100, 217, 56, 234, 34, 0, 218, 27, 121, 26], [151, 133, 209, 163, 149, 64, 55, 0, 102, 184, 227, 26], [95, 172, 171, 148, 115, 223, 65, 0, 185, 178, 236, 60], [44, 2, 147, 39, 224, 158, 87, 0, 61, 191, 188, 107], [148, 63, 111, 73, 0, 214, 61, 0, 31, 139, 79, 101], [157, 224, 187, 160, 152, 149, 68, 0, 125, 217, 145, 24], [125, 23, 60, 137, 76, 50, 15, 0, 181, 129, 88, 28], [188, 204, 193, 62, 150, 105, 64, 0, 9, 5, 4, 39]]"
20241111_172712,4,8,April,heatmap,lowest,6,School [6],1,1,7.44,Correct,"[[28, 7, 162, 25, 13, 211, 3, 0, 4, 134, 179, 43], [55, 8, 214, 52, 105, 1, 4, 0, 118, 25, 190, 52], [204, 176, 44, 218, 222, 208, 18, 0, 107, 37, 165, 7], [34, 224, 69, 204, 171, 101, 90, 0, 198, 207, 186, 101], [26, 44, 178, 166, 67, 69, 63, 0, 172, 102, 234, 46], [2, 46, 86, 1, 190, 65, 16, 0, 227, 50, 138, 37], [124, 137, 127, 218, 228, 115, 102, 0, 104, 104, 219, 100], [27, 150, 204, 23, 22, 41, 13, 0, 69, 145, 150, 44], [184, 236, 116, 92, 16, 109, 70, 0, 113, 76, 105, 11], [87, 204, 129, 86, 225, 31, 30, 0, 128, 130, 188, 43]]"
20241111_172712,4,9,January,heatmap,lowest,8,School [8],68,68,9.94,Correct,"[[124, 14, 105, 87, 189, 102, 102, 0, 59, 8, 211, 11], [131, 11, 54, 145, 95, 121, 68, 0, 114, 114, 230, 112], [76, 231, 186, 180, 182, 203, 57, 0, 187, 176, 160, 51], [205, 55, 79, 121, 55, 76, 0, 0, 134, 131, 28, 14], [196, 91, 68, 101, 88, 191, 113, 0, 192, 193, 124, 63], [175, 27, 178, 169, 186, 88, 40, 0, 214, 166, 193, 11], [179, 4, 105, 66, 97, 198, 112, 0, 109, 6, 233, 48], [68, 99, 41, 98, 109, 29, 13, 0, 190, 45, 151, 91], [230, 233, 145, 171, 138, 71, 38, 0, 204, 88, 6, 31], [84, 59, 56, 45, 99, 15, 83, 0, 8, 128, 51, 25]]"
20241111_172712,4,10,March,heatmap,lowest,4,School [4],37,37,15.59,Correct,"[[82, 175, 185, 139, 233, 229, 16, 0, 101, 127, 224, 60], [182, 1, 107, 162, 70, 52, 94, 0, 109, 126, 18, 80], [232, 169, 113, 76, 234, 179, 25, 0, 149, 107, 36, 115], [201, 49, 37, 162, 146, 33, 110, 0, 21, 98, 200, 80], [72, 55, 82, 234, 108, 91, 34, 0, 67, 18, 33, 0], [69, 44, 61, 56, 4, 29, 61, 0, 46, 218, 116, 38], [192, 197, 40, 16, 115, 236, 72, 0, 150, 180, 27, 60], [59, 207, 217, 4, 235, 67, 18, 0, 210, 108, 65, 116], [198, 109, 164, 144, 161, 196, 44, 0, 121, 45, 33, 64], [183, 171, 129, 119, 173, 96, 42, 0, 180, 80, 154, 54]]"
20241111_173424,5,1,August,scatter,highest,1,"School [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0,0,29.27,Correct,"[[144, 99, 132, 11, 47, 219, 22, 0, 35, 210, 73, 24], [65, 136, 37, 101, 236, 213, 5, 0, 172, 150, 16, 11], [212, 195, 235, 225, 136, 131, 99, 0, 130, 52, 127, 107], [80, 55, 54, 88, 49, 188, 61, 0, 66, 146, 196, 17], [35, 182, 47, 188, 74, 38, 96, 0, 56, 82, 30, 71], [62, 118, 137, 59, 139, 175, 104, 0, 132, 120, 101, 8], [129, 210, 110, 152, 173, 191, 112, 0, 228, 26, 218, 117], [15, 7, 111, 200, 21, 15, 5, 0, 194, 198, 205, 4], [213, 37, 129, 81, 124, 126, 38, 0, 227, 214, 213, 59], [99, 40, 72, 41, 66, 57, 38, 0, 160, 75, 31, 105]]"
20241111_173424,5,2,September,scatter,highest,8,School [10],231,130,10.43,Wrong,"[[6, 181, 193, 87, 186, 49, 88, 0, 60, 178, 165, 76], [92, 216, 170, 223, 113, 1, 33, 0, 97, 215, 165, 67], [57, 58, 107, 148, 78, 87, 22, 0, 123, 111, 1, 96], [9, 93, 219, 226, 153, 42, 102, 0, 86, 207, 163, 61], [128, 69, 115, 147, 196, 32, 71, 0, 17, 19, 209, 50], [231, 38, 195, 112, 96, 235, 101, 0, 113, 47, 191, 37], [5, 194, 130, 177, 7, 119, 16, 0, 72, 198, 48, 90], [76, 79, 116, 233, 235, 75, 118, 0, 130, 62, 132, 30], [150, 136, 226, 192, 159, 147, 48, 0, 85, 13, 170, 19], [194, 134, 168, 120, 211, 215, 1, 0, 231, 221, 116, 57]]"
20241111_173424,5,3,January,scatter,lowest,4,School [4],30,30,7.03,Correct,"[[146, 63, 231, 209, 172, 232, 86, 0, 50, 80, 226, 58], [128, 41, 193, 70, 167, 121, 40, 0, 195, 233, 120, 101], [172, 26, 217, 169, 186, 91, 68, 0, 116, 173, 31, 54], [30, 155, 159, 23, 64, 5, 89, 0, 108, 125, 83, 92], [35, 38, 232, 3, 197, 95, 76, 0, 49, 216, 189, 2], [53, 162, 204, 105, 6, 17, 74, 0, 11, 201, 129, 96], [79, 2, 95, 7, 109, 40, 116, 0, 221, 35, 228, 30], [80, 109, 192, 2, 137, 100, 81, 0, 187, 154, 187, 92], [73, 145, 88, 112, 193, 32, 40, 0, 131, 66, 54, 1], [94, 4, 164, 60, 188, 60, 52, 0, 10, 235, 97, 118]]"
20241111_173424,5,4,March,scatter,lowest,1,School [1],14,14,5.37,Correct,"[[66, 84, 14, 200, 116, 163, 58, 0, 92, 143, 150, 105], [110, 25, 123, 92, 92, 92, 77, 0, 66, 188, 235, 56], [25, 39, 57, 44, 111, 68, 52, 0, 158, 90, 218, 93], [88, 145, 92, 152, 149, 143, 98, 0, 218, 191, 163, 64], [191, 97, 236, 30, 150, 97, 59, 0, 14, 190, 162, 75], [28, 157, 128, 186, 109, 162, 75, 0, 206, 11, 182, 15], [197, 98, 221, 204, 112, 56, 8, 0, 186, 231, 143, 74], [221, 189, 216, 72, 182, 64, 41, 0, 229, 127, 157, 54], [71, 144, 130, 145, 192, 160, 77, 0, 101, 18, 8, 86], [210, 185, 57, 220, 17, 200, 16, 0, 131, 62, 24, 28]]"
20241111_173424,5,5,December,scatter,highest,6,School [6],100,100,5.56,Correct,"[[26, 189, 46, 51, 116, 27, 110, 0, 70, 231, 36, 91], [144, 144, 27, 181, 183, 173, 26, 0, 123, 76, 222, 92], [84, 95, 164, 127, 231, 191, 115, 0, 174, 38, 16, 3], [48, 210, 101, 19, 117, 153, 7, 0, 147, 142, 127, 36], [230, 137, 226, 13, 213, 206, 5, 0, 94, 38, 66, 85], [116, 49, 42, 99, 75, 61, 102, 0, 216, 59, 12, 100], [202, 97, 149, 57, 215, 23, 46, 0, 96, 170, 5, 96], [63, 166, 204, 62, 93, 65, 107, 0, 228, 4, 234, 85], [225, 228, 140, 99, 15, 109, 85, 0, 89, 142, 123, 3], [214, 159, 8, 223, 160, 88, 112, 0, 220, 197, 98, 50]]"
20241111_173424,5,6,March,scatter,lowest,5,School [5],53,53,6.97,Correct,"[[195, 86, 102, 59, 142, 187, 95, 0, 5, 26, 182, 68], [48, 210, 136, 106, 25, 38, 22, 0, 209, 202, 148, 3], [76, 20, 139, 97, 69, 230, 16, 0, 119, 141, 192, 103], [169, 73, 145, 92, 172, 20, 4, 0, 136, 171, 5, 82], [208, 7, 53, 68, 25, 79, 27, 0, 190, 104, 62, 6], [160, 234, 232, 32, 42, 193, 26, 0, 171, 54, 104, 64], [166, 135, 107, 106, 197, 213, 42, 0, 122, 76, 144, 39], [56, 114, 93, 175, 119, 24, 73, 0, 166, 0, 81, 16], [182, 59, 192, 51, 17, 108, 77, 0, 224, 126, 123, 71], [234, 233, 130, 12, 91, 154, 75, 0, 85, 67, 10, 33]]"
20241111_173424,5,7,May,scatter,highest,4,School [4],216,216,7.9,Correct,"[[102, 219, 46, 13, 69, 173, 97, 0, 51, 208, 38, 85], [168, 132, 11, 58, 14, 59, 65, 0, 166, 19, 111, 81], [52, 36, 96, 225, 194, 161, 3, 0, 109, 191, 195, 97], [207, 158, 82, 144, 216, 40, 7, 0, 229, 10, 32, 69], [88, 119, 79, 161, 46, 21, 9, 0, 184, 179, 216, 3], [146, 188, 33, 24, 15, 72, 53, 0, 63, 191, 230, 62], [153, 102, 2, 35, 15, 95, 83, 0, 56, 80, 72, 48], [185, 83, 182, 14, 91, 153, 102, 0, 57, 9, 198, 13], [87, 21, 115, 154, 57, 4, 86, 0, 151, 148, 141, 13], [109, 173, 61, 42, 180, 83, 3, 0, 206, 81, 130, 97]]"
20241111_173424,5,8,March,scatter,highest,4,School [10],228,127,8.35,Wrong,"[[218, 129, 13, 13, 113, 197, 41, 0, 116, 232, 81, 22], [1, 235, 37, 64, 112, 164, 20, 0, 188, 129, 39, 54], [55, 71, 69, 81, 95, 75, 87, 0, 40, 80, 176, 48], [54, 22, 127, 123, 209, 54, 73, 0, 43, 226, 167, 11], [152, 82, 55, 85, 152, 15, 74, 0, 156, 39, 50, 102], [169, 53, 54, 190, 200, 186, 99, 0, 153, 155, 120, 40], [148, 178, 73, 96, 172, 199, 59, 0, 71, 236, 16, 77], [189, 117, 84, 94, 193, 22, 60, 0, 180, 229, 228, 83], [143, 152, 79, 21, 116, 135, 36, 0, 155, 108, 133, 43], [122, 160, 228, 159, 17, 157, 32, 0, 205, 185, 74, 59]]"
20241111_173424,5,9,August,scatter,lowest,1,"School [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0,0,5.91,Correct,"[[196, 27, 106, 163, 5, 80, 53, 0, 128, 49, 104, 7], [231, 90, 25, 198, 207, 169, 83, 0, 215, 164, 2, 110], [148, 124, 92, 227, 76, 27, 94, 0, 31, 142, 188, 59], [217, 77, 124, 210, 35, 109, 13, 0, 36, 49, 63, 31], [59, 194, 69, 183, 102, 21, 22, 0, 80, 113, 111, 78], [30, 123, 85, 177, 220, 143, 27, 0, 52, 87, 79, 29], [66, 91, 53, 220, 78, 71, 77, 0, 194, 146, 215, 104], [148, 84, 236, 198, 85, 90, 14, 0, 34, 19, 28, 106], [114, 71, 215, 30, 75, 38, 54, 0, 106, 184, 175, 60], [222, 190, 144, 223, 6, 149, 19, 0, 118, 236, 211, 21]]"
20241111_173424,5,10,July,scatter,lowest,7,School [7],5,5,8.46,Correct,"[[101, 94, 155, 54, 0, 33, 13, 0, 24, 210, 59, 93], [110, 209, 235, 89, 83, 50, 44, 0, 209, 156, 61, 42], [221, 204, 2, 179, 26, 207, 97, 0, 129, 82, 21, 28], [26, 112, 136, 44, 169, 92, 62, 0, 235, 207, 26, 83], [24, 41, 87, 16, 86, 91, 70, 0, 210, 143, 210, 112], [154, 117, 48, 64, 41, 12, 113, 0, 6, 23, 154, 33], [0, 234, 168, 209, 194, 162, 5, 0, 205, 202, 107, 47], [22, 94, 88, 17, 63, 180, 35, 0, 57, 141, 53, 9], [186, 121, 196, 2, 19, 76, 29, 0, 101, 214, 54, 65], [154, 228, 20, 127, 217, 50, 92, 0, 181, 233, 21, 114]]"
20241111_173424,5,1,November,heatmap,highest,2,School [2],205,205,21.23,Correct,"[[209, 199, 90, 146, 97, 10, 75, 0, 176, 147, 44, 95], [39, 179, 163, 211, 198, 215, 41, 0, 209, 151, 205, 98], [54, 188, 171, 26, 177, 215, 88, 0, 144, 118, 119, 18], [179, 104, 108, 21, 29, 228, 49, 0, 21, 144, 127, 92], [43, 160, 226, 231, 213, 227, 98, 0, 159, 1, 142, 82], [70, 165, 214, 13, 140, 234, 18, 0, 196, 135, 29, 114], [104, 231, 234, 73, 145, 158, 102, 0, 139, 94, 192, 12], [71, 226, 88, 138, 34, 141, 82, 0, 166, 112, 32, 72], [29, 117, 6, 15, 199, 186, 11, 0, 27, 200, 51, 10], [113, 204, 75, 166, 75, 155, 16, 0, 225, 195, 125, 14]]"
20241111_173424,5,2,April,heatmap,highest,4,School [4],180,180,9.88,Correct,"[[59, 18, 19, 121, 207, 83, 66, 0, 117, 209, 173, 114], [113, 10, 190, 156, 147, 184, 36, 0, 66, 51, 195, 88], [171, 57, 88, 37, 191, 141, 51, 0, 69, 144, 146, 93], [231, 118, 131, 180, 135, 0, 83, 0, 188, 55, 209, 8], [36, 187, 111, 125, 195, 92, 27, 0, 227, 211, 193, 34], [104, 13, 42, 35, 190, 50, 48, 0, 61, 181, 192, 92], [80, 236, 71, 65, 223, 24, 89, 0, 39, 127, 73, 39], [3, 94, 59, 74, 38, 192, 112, 0, 142, 41, 146, 81], [55, 138, 121, 105, 189, 164, 72, 0, 102, 28, 18, 94], [155, 16, 121, 59, 152, 179, 55, 0, 90, 83, 142, 85]]"
20241111_173424,5,3,October,heatmap,lowest,1,School [1],14,14,10.26,Correct,"[[9, 134, 235, 11, 141, 153, 25, 0, 173, 14, 41, 59], [206, 232, 212, 25, 141, 23, 73, 0, 204, 37, 132, 4], [5, 228, 118, 175, 167, 4, 83, 0, 201, 208, 34, 69], [41, 60, 25, 214, 31, 118, 3, 0, 230, 94, 198, 106], [36, 155, 69, 205, 135, 43, 117, 0, 150, 108, 54, 77], [137, 112, 142, 42, 214, 163, 29, 0, 132, 197, 108, 77], [136, 18, 154, 38, 228, 129, 36, 0, 164, 163, 96, 96], [7, 25, 231, 52, 187, 165, 63, 0, 49, 63, 34, 15], [172, 3, 159, 42, 12, 227, 116, 0, 231, 193, 75, 18], [58, 201, 143, 152, 167, 136, 31, 0, 161, 134, 118, 60]]"
20241111_173424,5,4,August,heatmap,lowest,1,"School [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0,0,4.59,Correct,"[[58, 19, 26, 156, 152, 124, 100, 0, 194, 50, 122, 84], [134, 169, 42, 199, 146, 143, 110, 0, 26, 217, 104, 67], [210, 43, 181, 36, 126, 4, 49, 0, 108, 197, 138, 116], [164, 200, 134, 97, 88, 48, 30, 0, 15, 205, 94, 40], [90, 65, 142, 61, 44, 150, 115, 0, 135, 123, 7, 14], [106, 122, 59, 15, 123, 132, 67, 0, 87, 126, 208, 3], [32, 188, 118, 14, 77, 60, 86, 0, 196, 147, 125, 11], [209, 23, 156, 81, 80, 120, 29, 0, 156, 121, 223, 118], [162, 1, 171, 23, 81, 187, 5, 0, 11, 123, 127, 97], [104, 12, 60, 25, 124, 87, 95, 0, 62, 5, 132, 94]]"
20241111_173424,5,5,January,heatmap,highest,4,School [4],178,178,6.01,Correct,"[[124, 29, 184, 227, 145, 149, 91, 0, 89, 99, 142, 50], [119, 50, 193, 71, 173, 143, 112, 0, 173, 134, 149, 79], [136, 12, 155, 149, 181, 96, 59, 0, 228, 57, 104, 20], [178, 182, 7, 13, 48, 132, 40, 0, 19, 114, 141, 32], [148, 229, 153, 23, 68, 180, 6, 0, 143, 188, 7, 115], [107, 64, 170, 145, 35, 1, 116, 0, 218, 195, 120, 111], [33, 32, 109, 93, 221, 234, 14, 0, 191, 141, 82, 12], [112, 22, 44, 36, 55, 118, 1, 0, 79, 234, 137, 33], [45, 122, 153, 14, 108, 35, 85, 0, 31, 45, 217, 37], [16, 139, 70, 7, 98, 38, 41, 0, 111, 20, 59, 101]]"
20241111_173424,5,6,August,heatmap,lowest,1,"School [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0,0,4.84,Correct,"[[200, 119, 236, 39, 35, 204, 104, 0, 58, 62, 212, 65], [221, 215, 92, 206, 56, 164, 69, 0, 76, 57, 155, 117], [164, 115, 2, 78, 94, 50, 65, 0, 89, 127, 111, 90], [119, 206, 66, 50, 69, 73, 78, 0, 128, 168, 192, 20], [185, 42, 107, 223, 101, 50, 82, 0, 198, 68, 14, 36], [189, 236, 38, 227, 89, 133, 6, 0, 12, 97, 135, 78], [117, 9, 200, 86, 235, 148, 11, 0, 205, 202, 8, 91], [196, 92, 76, 60, 153, 87, 94, 0, 197, 31, 12, 2], [147, 79, 34, 81, 183, 185, 110, 0, 113, 155, 135, 72], [17, 29, 97, 77, 156, 24, 98, 0, 167, 47, 104, 59]]"
20241111_173424,5,7,June,heatmap,highest,6,School [6],211,211,9.73,Correct,"[[6, 31, 9, 159, 129, 156, 58, 0, 52, 45, 140, 115], [72, 9, 61, 4, 161, 177, 94, 0, 149, 53, 129, 7], [35, 38, 112, 225, 94, 8, 32, 0, 158, 95, 141, 70], [16, 68, 143, 228, 215, 8, 78, 0, 168, 136, 26, 50], [138, 13, 228, 60, 22, 34, 26, 0, 39, 49, 230, 59], [55, 8, 151, 196, 20, 211, 52, 0, 59, 108, 15, 111], [11, 234, 46, 115, 22, 91, 94, 0, 76, 201, 77, 34], [107, 88, 0, 47, 222, 133, 74, 0, 194, 218, 17, 94], [49, 138, 105, 77, 194, 130, 36, 0, 228, 100, 130, 90], [122, 97, 94, 61, 223, 43, 2, 0, 60, 141, 153, 94]]"
20241111_173424,5,8,July,heatmap,highest,1,School [1],110,110,14.42,Correct,"[[14, 92, 171, 165, 211, 197, 110, 0, 217, 43, 48, 91], [44, 33, 165, 134, 136, 58, 99, 0, 99, 42, 3, 38], [103, 61, 16, 113, 102, 10, 45, 0, 43, 137, 234, 18], [90, 200, 103, 58, 108, 119, 93, 0, 33, 24, 201, 110], [89, 98, 44, 228, 224, 186, 70, 0, 226, 75, 171, 84], [136, 48, 37, 75, 121, 24, 25, 0, 93, 161, 20, 70], [29, 151, 26, 74, 53, 61, 24, 0, 44, 48, 38, 5], [137, 96, 183, 160, 52, 131, 78, 0, 164, 147, 149, 11], [27, 151, 164, 177, 116, 59, 39, 0, 230, 56, 95, 29], [125, 163, 25, 143, 54, 194, 84, 0, 209, 166, 107, 91]]"
20241111_173424,5,9,May,heatmap,lowest,10,School [10],2,2,8.98,Correct,"[[150, 21, 235, 216, 88, 29, 76, 0, 70, 217, 165, 34], [151, 117, 162, 33, 170, 15, 64, 0, 16, 62, 40, 109], [57, 30, 164, 29, 107, 205, 70, 0, 187, 145, 77, 0], [173, 52, 54, 145, 16, 139, 41, 0, 204, 0, 174, 78], [68, 193, 114, 217, 54, 163, 109, 0, 120, 226, 99, 77], [220, 37, 78, 134, 113, 88, 2, 0, 125, 84, 209, 49], [102, 102, 142, 6, 8, 149, 16, 0, 199, 176, 135, 88], [167, 80, 21, 13, 151, 56, 25, 0, 206, 98, 218, 88], [6, 180, 112, 204, 189, 112, 115, 0, 122, 202, 122, 23], [61, 197, 210, 200, 2, 179, 87, 0, 0, 206, 200, 65]]"
20241111_173424,5,10,February,heatmap,lowest,3,School [3],14,14,7.78,Correct,"[[152, 40, 68, 113, 228, 139, 94, 0, 79, 111, 179, 59], [200, 74, 9, 116, 197, 3, 106, 0, 145, 193, 33, 114], [178, 14, 214, 222, 202, 27, 98, 0, 114, 21, 71, 100], [115, 59, 119, 180, 68, 229, 46, 0, 85, 207, 63, 117], [200, 221, 23, 4, 94, 61, 107, 0, 156, 84, 96, 56], [159, 62, 217, 81, 177, 11, 81, 0, 181, 12, 83, 80], [107, 198, 160, 81, 209, 13, 20, 0, 127, 138, 170, 90], [153, 226, 100, 33, 88, 8, 1, 0, 161, 54, 53, 0], [229, 66, 181, 11, 159, 148, 48, 0, 19, 214, 151, 21], [87, 81, 176, 204, 53, 22, 97, 0, 155, 74, 207, 70]]"
20241111_174752,6,1,July,heatmap,lowest,3,School [2],5,82,15.46,Wrong,"[[224, 117, 201, 236, 131, 160, 52, 0, 169, 141, 150, 49], [200, 113, 177, 62, 224, 154, 5, 0, 196, 71, 64, 36], [55, 12, 33, 223, 19, 0, 82, 0, 221, 93, 209, 47], [162, 123, 163, 172, 117, 234, 63, 0, 145, 136, 5, 39], [6, 187, 206, 97, 21, 28, 82, 0, 117, 232, 47, 105], [66, 87, 3, 23, 6, 109, 49, 0, 197, 186, 196, 24], [83, 84, 192, 169, 40, 151, 19, 0, 233, 131, 146, 115], [206, 78, 45, 90, 106, 138, 60, 0, 229, 183, 167, 74], [58, 89, 107, 49, 4, 184, 72, 0, 119, 222, 103, 4], [105, 122, 12, 20, 135, 9, 25, 0, 163, 19, 117, 117]]"
20241111_174752,6,2,May,heatmap,highest,5,School [5],235,235,10.99,Correct,"[[37, 53, 129, 174, 47, 103, 109, 0, 89, 188, 235, 5], [3, 72, 165, 228, 175, 28, 27, 0, 215, 191, 18, 60], [105, 50, 209, 233, 92, 181, 9, 0, 122, 150, 193, 22], [34, 29, 13, 193, 136, 201, 42, 0, 79, 177, 88, 67], [184, 202, 59, 198, 235, 57, 82, 0, 7, 46, 148, 59], [181, 120, 33, 89, 126, 98, 85, 0, 133, 169, 56, 76], [79, 183, 117, 75, 132, 1, 20, 0, 37, 174, 116, 4], [201, 174, 230, 207, 233, 7, 70, 0, 232, 177, 16, 63], [89, 158, 92, 220, 156, 232, 64, 0, 82, 230, 128, 55], [116, 223, 134, 39, 23, 153, 103, 0, 49, 179, 175, 37]]"
